"CONTA_CONTABIL";"DESCRICAO";"ORIENTACOES"
"1.01.02.04.55";"(-) Perdas  por Reducao ao Valor Recuperavel (Impairment)- Tributos a Compensar";"Contas que registram as perdas estimadas com base em evidencias objetivas, impactantes no fluxo de caixa futuros estimados desses tributos a compensar. Esta conta tambem registra as eventuais reversoes. Referidos valores deverao ser adicionados ao Lucro Real, mantidos na Parte B do Lalur ate ocorrencia da alienacao ou baixa do ativo, quando poderao ser excluidos do Lucro Real(art. 32, Lei no 12.973/2014)."
"1.01.02.09";"OUTROS CREDITOS-CIRCULANTE";
"1.01.02.09.01";"Mutuos com Partes Nao Relacionadas-Circulante-No Pais";"Contas que registram  emprestimos em moeda efetuados a partes nao relacionadas com a declarante, conforme conceito definido no CPC 05(R1), itens 09 a 12, sediadas no pais. Juros e encargos decorrentes tambem devem ser registrados nesta conta."
"1.01.02.09.02";"Mutuos com Partes Nao Relacionadas-Circulante-No Exterior";"Contas correspondentes a emprestimos em moeda  efetuados a partes nao relacionadas com a declarante, conforme conceito definido no CPC 05(R1), itens 09 a 12, sediadas no exterior. Juros e encargos decorrentes tambem devem ser registrados nesta conta."
"1.01.02.09.03";"Dividendos a Receber-Circulante-No Pais";"Contas que registram os dividendos a receber de empresas com sede no pais "
"1.01.02.09.04";"Dividendos a Receber-Circulante-No Exterior";"Contas que registram os dividendos a receber de empresas com sede  no exterior."
"1.01.02.09.05";"Juros Sobre o Capital Proprio a Receber -Circulante";"Contas que registram os juros sobre o capital proprio a receber. "
"1.01.02.09.06";"Adiantamento para Futuro Aumento de Capital -Ativo-Circulante";"Contas que registram valores de adiantamento para futuro aumento de capital."
"1.01.02.09.07";" Outros Juros a Receber-Circulante";"Contas que registram outros juros a receber nao classificaveis em contas mais especificas."
"1.01.02.09.09";"Contraprestacao Contingente Ativa - Combinacao de Negocios-Circulante";"Contas que registram a contraprestacao contingente ativa, em uma combinacao de negocios. Em termos gerais, constitui clausula contratual que confere ao adquirente o direito de reaver parte da contraprestacao ja transferida, se certas condicoes especificas venham a ocorrer. Para fins de gerar efeito sobre tratamento fiscal das parcelas integrantes do custo de aquisicao de participacao societaria, deve-se observar os arts. 110/111, Instrucao Normativa SRF no 1.515/2014 ."
"1.01.02.09.10";"Demais Creditos a Receber-Circulante";"Contas que registram os demais creditos a receber, que nao possuem conta especifica neste plano de contas. Este conta nao deve ser utilizada sem esgotamento de outras possibilidades."
"1.01.02.09.11";"Depositos em Contencioso-Circulante";"Contas que registram creditos em virtude de depositos em contencioso de curto prazo."
"1.01.02.09.12";"Outros Creditos em Contencioso-Circulante";"Contas que registram outros creditos em contencioso de curto prazo."
"1.01.02.09.20";"Direitos Creditorios Cedidos";"Contas que registram os recebiveis que foram negociados em processos de securitizacao, ou assemelhantados, enquanto nao baixados. Ja a Securitizadora deve registrar os recebiveis em  Direitos Creditorios a Receber(1.01.02.09.25)"
"1.01.02.09.21";"(-) Desagio na Cessao de Titulos";"Contas que registram o desagio em recebiveis que foram negociados em processos de securitizacao, ou assemelhantados, enquanto nao baixados"
"1.01.02.09.25";"Direitos Creditorios a Receber";"Contas que registram os direitos creditorios adquiridos por empresa que exerca atividade de securitizacao, ou assemelhantada."
"1.01.02.09.50";"(-) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) - Outros Creditos-Circulante";"Contas que registram os ajustes a valor presente efetuados sobre os outros creditos. Referidos valores serao apropriados ao resultado pelo regime de competencia e excluidos do Lucro Real. Nao devem ser controlados em subcontas, mas na Parte B do Lalur, sendo seu montante adicionado ao Lucro Real no mesmo periodo em a receita ou resultado da operacao deva ser tributada (art.4o, Lei no 12.973/2014)."
"1.01.02.09.55";"(-) Perdas por Reducao ao Valor Recuperavel (Impairment)-Outros Creditos-Circulante";"Contas que registram as perdas incorridas com base em evidencias objetivas passadas, mas posteriores ao reconhecimento inicial, impactantes no fluxo de caixa futuros estimados desses ativos financeiros. Os titulos para negociacao nao estao sujeitos a teste de 'impairment'. Esta conta tambem registra as eventuais reversoes, nao se admitindo para titulos patrimoniais. Referidos valores deverao ser adicionados ao Lucro Real, mantidos na Parte B do Lalur ate ocorrencia da alienacao ou baixa do ativo, quando poderao ser excluidos do Lucro Real(art. 32, Lei no 12.973/2014)."
"1.01.02.09.70";"Subconta-Ajuste a Valor Justo-Outros Creditos-Circulante";"Contas que registram os ajustes a valor justo positivos ou negativos efetuados sobre os outros creditos, inclusive decorrentes apenas de sua mensuracao inicial. Referidos valores  deverao ser computados na apuracao  Lucro Real a medida que ativo for realizado(arts. 13/14, Lei no 12.973/2014). Detalhes sobre a contabilizacao estao descritos no Anexo I, exemplos 5/6,  Instrucao Normativa SRF no 1.515/2014). Apenas no caso da conta contabil que registra o ativo consolidar varios itens de mesma natureza, pode-se  utilizar uma mesma subconta coletiva, desde que demonstre-os em razao auxiliar vinculado a ECD(art. 33, ?3o, Instrucao Normativa SRF no 1.515/2014)"
"1.01.03";"ESTOQUES";
"1.01.03.01";"ESTOQUES DE MERCADORIAS";
"1.01.03.01.01";"Mercadorias para Revenda";"Contas que registram os estoques de mercadorias para revenda."
"1.01.03.01.55";"(-) Perdas por Reducao ao Valor Recuperavel (Impairment)-Estoque Mercadorias";"Contas que registram as perdas estimadas em estoques avaliados acima do valor de mercado, ou seja, o excedente ao valor realizavel liquido. Devem receber esta classificacao contas com tratamento de provisoes em perdas no estoque."
"1.01.03.01.70";"Subconta-Ajuste a Valor Justo-Estoque Mercadorias";"Contas que registram os ajustes a valor justo positivos ou negativos efetuados sobre os estoques objeto de hedge de valor justo ou hedge de fluxo de caixa, quando optado pelo metodo do 'basis adjustments'. Referidos valores  deverao ser computados na apuracao  Lucro Real a medida que ativo for realizado(arts. 13/14, Lei no 12.973/2014). Detalhes sobre a contabilizacao estao descritos no Anexo I, exemplos 5/6,  Instrucao Normativa SRF no 1.515/2014). Apenas no caso da conta contabil que registra o ativo consolidar varios itens de mesma natureza, pode-se  utilizar uma mesma subconta coletiva, desde que demonstre-os em razao auxiliar vinculado a ECD(art. 33, ?3o, Instrucao Normativa SRF no 1.515/2014)"
"1.01.03.01.75";"(-) Subconta-Ajuste a Valor Presente (AVP)-Estoque Mercadorias";"Contas que registram contrapartidas dos ajustes a valor presente efetuados sobre os passivos decorrentes de compras a prazo de estoques. Referidos valores serao apropriados ao resultado pelo regime de competencia e adicionados ao Lucro Real. Concomitante controle ocorrera nesta subconta ate a revenda da mercadoria, quando valor do AVP podera ser excluido do Lucro Real do periodo (art.5o, Lei no 12.973/2014). Detalhes sobre a contabilizacao estao descritos no Anexo I, exemplo 4,  Instrucao Normativa SRF no 1.515/2014). Apenas no caso da conta contabil que registra o ativo consolidar varios itens de mesma natureza, pode-se  utilizar uma mesma subconta coletiva, desde que demonstre-os em razao auxiliar vinculado a ECD(art. 33, ?3o, Instrucao Normativa SRF no 1.515/2014)"
"1.01.03.01.90";"Subconta-Adocao Inicial-Estoques de Mercadorias ";"Contas que registram as diferencas positivas ou negativas, na data da adocao dos efeitos da Lei no 12.973/2014, entre o valor do ativo mensurado de acordo as disposicoes da Lei no 6.404/1976 e o valor mensurado pelos metodos e criterios vigentes em 31/12/2007(arts. 66/67, Lei no 12.973/2014). Referidos valores  deverao ser computados na apuracao  Lucro Real a medida da realizacao do bem, (arts. 164 e 167,  Instrucao Normativa SRF no 1.515/2014, cujos detalhes sobre a contabilizacao estao descritos em seu Anexo I,  exemplos 1/2). Conforme disciplinado art. 169, ? 9a, Instrucao Normativa SRF no 1.515/2014, cada subconta de adocao inicial deve registrar individualmente a diferenca de valor identificada em cada ativo.  Apenas no caso da conta contabil que registra o ativo consolidar varios itens de mesma natureza, pode-se  utilizar uma mesma subconta coletiva, desde que demonstre-os em razao auxiliar vinculado a ECD(art. 169, ?6o, Instrucao Normativa SRF no 1.515/2014)"
"1.01.03.02";"ESTOQUES DE PRODUTOS";
"1.01.03.02.01";"Insumos (materiais diretos)";"Contas que registram os estoques de materias primas e materiais diretos "
"1.01.03.02.02";"Outros Materiais";"Contas que registram estoque de outros materiais. "
"1.01.03.02.03";"Produtos em Elaboracao";"Contas que registram os estoques de produtos em elaboracao. "
"1.01.03.02.04";"Produtos Acabados";"Contas que registram os estoques de produtos acabados. "
"1.01.03.02.55";"(-) Perdas por Reducao ao Valor Recuperavel (Impairment)-Estoque Produtos";"Contas que registram as perdas estimadas em estoques avaliados acima do valor de mercado, ou seja, ou seja, o excedente ao valor realizavel liquido. Devem receber esta classificacao contas com tratamento de provisoes em perdas no estoque."
"1.01.03.02.70";"Subconta-Ajuste a Valor Justo-Estoque de Produtos";"Contas que registram os ajustes a valor justo positivos ou negativos efetuados sobre os estoques objeto de hedge de valor justo ou hedge de fluxo de caixa, quando optado pelo metodo do 'basis adjustments'. Referidos valores  deverao ser computados na apuracao  Lucro Real a medida que ativo for realizado(arts. 13/14, Lei no 12.973/2014). Detalhes sobre a contabilizacao estao descritos no Anexo I, exemplos 5/6,  Instrucao Normativa SRF no 1.515/2014). Apenas no caso da conta contabil que registra o ativo consolidar varios itens de mesma natureza, pode-se  utilizar uma mesma subconta coletiva, desde que demonstre-os em razao auxiliar vinculado a ECD(art. 33, ?3o, Instrucao Normativa SRF no 1.515/2014)"
"1.01.03.02.75";"(-) Subconta-Ajuste a Valor Presente (AVP)-Estoque de Produtos";"Contas que registram contrapartidas dos ajustes a valor presente efetuados sobre os passivos decorrentes de compras a prazo de estoques. Referidos valores serao apropriados ao resultado pelo regime de competencia e adicionados ao Lucro Real. Concomitante controle ocorrera nesta subconta ate que produto for utilizado na producao de bens ou servicos,  quando valor do AVP podera ser excluido do Lucro Real do periodo (art.5o, Lei no 12.973/2014). Detalhes sobre a contabilizacao estao descritos no Anexo I, exemplo 4,  Instrucao Normativa SRF no 1.515/2014). Apenas no caso da conta contabil que registra o ativo consolidar varios itens de mesma natureza, pode-se  utilizar uma mesma subconta coletiva, desde que demonstre-os em razao auxiliar vinculado a ECD(art. 33, ?3o, Instrucao Normativa SRF no 1.515/2014)"
"1.01.03.02.90";"Subconta-Adocao Inicial-Estoques  de Produtos";"Contas que registram as diferencas positivas ou negativas, na data da adocao dos efeitos da Lei no 12.973/2014, entre o valor do ativo mensurado de acordo as disposicoes da Lei no 6.404/1976 e o valor mensurado pelos metodos e criterios vigentes em 31/12/2007(arts. 66/67, Lei no 12.973/2014). Referidos valores  deverao ser computados na apuracao  Lucro Real a medida da realizacao do bem, (arts. 164 e 167,  Instrucao Normativa SRF no 1.515/2014, cujos detalhes sobre a contabilizacao estao descritos em seu Anexo I,  exemplos 1/2). Conforme disciplinado art. 169, ? 9a, Instrucao Normativa SRF no 1.515/2014, cada subconta de adocao inicial deve registrar individualmente a diferenca de valor identificada em cada ativo.  Apenas no caso da conta contabil que registra o ativo consolidar varios itens de mesma natureza, pode-se  utilizar uma mesma subconta coletiva, desde que demonstre-os em razao auxiliar vinculado a ECD(art. 169, ?6o, Instrucao Normativa SRF no 1.515/2014)"
"1.01.03.03";"ESTOQUES-ATIVIDADE IMOBILIARIA";
"1.01.03.03.01";"Terrenos-Atividade Imobiliaria";"Contas que registram os terrenos para revenda."
"1.01.03.03.02";"Imoveis Adquiridos para Revenda-Atividade Imobiliaria";"Contas que registram os imoveis adquiridos para revenda. "
"1.01.03.03.03";"Obras em Andamento-Atividade Imobiliaria";"Contas que registram as obras em andamento de imoveis para revenda. "
"1.01.03.03.04";"Imoveis a Venda-Atividade Imobiliaria";"Contas utilizadas pela pessoa juridica que exerce atividade imobiliaria para indicar o estoque de imoveis destinados a venda existente na data da apuracao dos resultados. Atencao: As construcoes em andamento de imoveis destinados a venda devem ser incluidas na conta Construcoes em Andamento de Imoveis Destinados a Venda."
"1.01.03.03.05";"Construcoes em Andamento de Imoveis Destinados a Venda";"Contas que registram as construcoes em andamento de imoveis destinados a venda."
"1.01.03.03.06";"Materiais de Construcao-Atividade Imobiliaria";"Contas que registram os materiais de construcao relacionados aos imoveis a venda. "
"1.01.03.03.55";"(-) Perdas por Reducao ao Valor Recuperavel (Impairment)-Estoque Atividade Imobiliaria";"Contas que registram as perdas estimadas em estoques avaliados acima do valor de mercado, ou seja, o excedente ao valor realizavel liquido. Devem receber esta classificacao contas com tratamento de provisoes em perdas no estoque."
"1.01.03.03.75";"(-) Subconta-Ajuste a Valor Presente (AVP)-Estoque Atividade Imobiliaria";"Contas que registram contrapartidas dos ajustes a valor presente efetuados sobre os passivos decorrentes de compras a prazo de estoques. Referidos valores serao apropriados ao resultado pelo regime de competencia e adicionados ao Lucro Real. Concomitante controle ocorrera nesta subconta ate a revenda ou utilizacao do estoque na producao, quando valor do AVP podera ser excluido do Lucro Real do periodo (art.5o, Lei no 12.973/2014). Detalhes sobre a contabilizacao estao descritos no Anexo I, exemplo 4,  Instrucao Normativa SRF no 1.515/2014). Apenas no caso da conta contabil que registra o ativo consolidar varios itens de mesma natureza, pode-se  utilizar uma mesma subconta coletiva, desde que demonstre-os em razao auxiliar vinculado a ECD(art. 33, ?3o, Instrucao Normativa SRF no 1.515/2014)"
